session_id,date,prompt_count,total_word_count,median_word_count,category_distribution,total_tokens_in,total_tokens_out,total_cache_read,total_cache_create,total_cost_usd,total_tool_calls,total_agents_spawned,agent_types_used,model,platform
25785c20d7af,2025-12-17,4,69,12,"{""other"":3,""debugging"":1}",0,0,0,0,0.0,0,0,,,windows
06fb15285641,2025-12-19,3,63,18,"{""artwork"":3}",0,0,0,0,0.0,0,0,,,windows
5fd548221766,2025-12-21,4,101,18,"{""tooling"":2,""rendering"":2}",0,0,0,0,0.0,0,0,,,windows
f7450b843d42,2025-12-21,1,31,31,"{""rendering"":1}",0,0,0,0,0.0,0,0,,,windows
df9293817e83,2025-12-23,7,161,17,"{""networking"":5,""rendering"":1,""tooling"":1}",0,0,0,0,0.0,0,0,,,windows
97d22d395957,2025-12-23,1,35,35,"{""debugging"":1}",0,0,0,0,0.0,0,0,,,windows
372c7fd28399,2025-12-23,1,28,28,"{""networking"":1}",0,0,0,0,0.0,0,0,,,windows
b217e8b9e02d,2025-12-25,4,73,18,"{""tooling"":1,""rendering"":1,""dungeon"":1,""save"":1}",0,0,0,0,0.0,0,0,,,windows
e831c281e737,2025-12-25,1,23,23,"{""rendering"":1}",0,0,0,0,0.0,0,0,,,windows
a1018b0d09bd,2025-12-27,2,19,9,"{""build"":2}",6,374,39450,14119,0.07,0,0,,claude-sonnet-4-5-20250929,mac
4fcb834b5f2e,2025-12-27,13,766,14,"{""build"":7,""rendering"":4,""system"":1,""content"":1}",13,319,346699,66584,0.36,1,0,,claude-sonnet-4-5-20250929,mac
e5324e8be09b,2025-12-27,6,215,34,"{""ai"":2,""gamestate"":1,""system"":1,""ecs"":1,""content"":1}",10,6,98648,170536,0.67,0,0,,claude-sonnet-4-5-20250929,mac
2d31b2c4f462,2025-12-28,6,189,13,"{""physics"":2,""system"":2,""rendering"":1,""tooling"":1}",9,7,135352,111271,0.76,0,0,,claude-opus-4-5-20251101,mac
aea1981481aa,2025-12-28,1,50,50,"{""rendering"":1}",3,1,12832,14991,0.1,0,0,,claude-opus-4-5-20251101,mac
c87a8b64e67a,2025-12-28,6,87,4,"{""system"":2,""other"":2,""physics"":1,""ai"":1}",9,3,145938,159269,1.07,0,0,,claude-opus-4-5-20251101,mac
0df1831b3773,2025-12-28,15,1577,19,"{""rendering"":4,""networking"":4,""dungeon"":2,""artwork"":2,""system"":2,""ai"":1}",18,8,185537,363471,2.36,0,0,,claude-opus-4-5-20251101,mac
16d30b6837dc,2025-12-28,7,1393,41,"{""artwork"":2,""rendering"":2,""physics"":1,""other"":1,""spawning"":1}",15,6,302839,135358,1.0,0,0,,claude-opus-4-5-20251101,mac
4cd6c8d8e72d,2025-12-28,3,118,17,"{""build"":1,""content"":1,""tooling"":1}",9,3,69245,15821,0.13,0,0,,claude-opus-4-5-20251101,mac
15f97bd3fb1b,2025-12-28,8,83,3,"{""networking"":4,""system"":3,""other"":1}",0,0,0,0,0.0,0,0,,,mac
0b81f4e9e834,2025-12-28,5,67,11,"{""gamestate"":2,""other"":2,""build"":1}",15,353,142487,15194,0.18,1,0,,claude-opus-4-5-20251101,mac
2dfe2efd4146,2025-12-28,8,379,8,"{""build"":3,""system"":2,""rendering"":1,""ecs"":1,""confirmation"":1}",18,6,285097,17686,0.25,0,0,,claude-opus-4-5-20251101,mac
c4ad8daf6e47,2025-12-28,12,221,9,"{""rendering"":3,""build"":3,""artwork"":2,""system"":1,""other"":1,""ecs"":1,""confirmation"":1}",27,138,764832,87982,0.94,1,0,,claude-opus-4-5-20251101,mac
cc81c60c6712,2025-12-29,1,14,14,"{""gamestate"":1}",3,3,12832,13995,0.09,0,0,,claude-opus-4-5-20251101,mac
6a6f816e1111,2025-12-29,5,98,12,"{""build"":3,""tooling"":1,""ecs"":1}",15,7,125122,70276,0.5,0,0,,claude-opus-4-5-20251101,mac
c1a0985401b8,2025-12-29,10,88,3,"{""system"":4,""networking"":4,""tooling"":1,""other"":1}",0,0,0,0,0.0,0,0,,,mac
4c535272ba87,2025-12-29,10,214,22,"{""tooling"":3,""ai"":2,""networking"":2,""gamestate"":1,""content"":1,""debugging"":1}",0,0,0,0,0.0,0,0,,,windows
4f182bb48de3,2025-12-29,1,6,6,"{""tooling"":1}",3,1,14482,12667,0.09,0,0,,claude-opus-4-5-20251101,mac
5b28e2f80135,2025-12-29,1,5,5,"{""tooling"":1}",3,1,14482,12662,0.09,0,0,,claude-opus-4-5-20251101,mac
59bc7652dd7b,2025-12-29,1,5,5,"{""tooling"":1}",3,1,14482,12680,0.09,0,0,,claude-opus-4-5-20251101,mac
e09660c0a71d,2025-12-29,6,80,4,"{""networking"":4,""system"":2}",0,0,0,0,0.0,0,0,,,mac
039d492c1b6a,2025-12-29,2,21,10,"{""tooling"":1,""confirmation"":1}",6,6,59011,4197,0.06,1,0,,claude-opus-4-5-20251101,mac
f2dbc280e53f,2025-12-29,2,17,8,"{""tooling"":2}",6,2,28964,28392,0.19,0,0,,claude-opus-4-5-20251101,mac
2d623e7c8b05,2025-12-29,1,8,8,"{""tooling"":1}",3,1,12832,15314,0.1,0,0,,claude-opus-4-5-20251101,mac
c40bcef94dc0,2025-12-29,9,3312,21,"{""rendering"":6,""system"":1,""confirmation"":1,""build"":1}",24,775,364180,496034,3.3,1,0,,claude-opus-4-5-20251101,mac
1734cd2890b9,2025-12-29,1,22,22,"{""build"":1}",3,5,24170,3988,0.04,0,0,,claude-opus-4-5-20251101,mac
cc1ab5cfc8db,2025-12-29,28,9245,52,"{""ai"":10,""ui"":4,""input"":3,""other"":3,""devtools"":2,""rendering"":2,""networking"":1,""gamestate"":1,""system"":1,""hero"":1}",75,34,1446359,903735,6.37,2,0,,claude-opus-4-5-20251101,mac
70785606e7ae,2025-12-29,8,5505,656,"{""gamestate"":6,""rendering"":2}",24,10,259928,301246,2.01,0,0,,claude-opus-4-5-20251101,mac
a1f6023d12a0,2025-12-29,13,2994,22,"{""ui"":5,""other"":3,""rendering"":1,""refactor"":1,""gamestate"":1,""system"":1,""devtools"":1}",36,16,622784,532014,3.64,0,0,,claude-opus-4-5-20251101,mac
2fd0cac99e2e,2025-12-30,4,1762,85,"{""gamestate"":4}",12,6,70576,296072,1.89,0,0,,claude-opus-4-5-20251101,mac
15f3a5111033,2025-12-30,6,732,10,"{""rendering"":2,""other"":1,""tooling"":1,""system"":1,""confirmation"":1}",15,595,196123,184585,1.27,2,0,,claude-opus-4-5-20251101,mac
629f16728b65,2025-12-30,1,61,61,"{""dungeon"":1}",3,1,15386,14354,0.1,0,0,,claude-opus-4-5-20251101,mac
0c247e201fab,2025-12-30,1,45,45,"{""spawning"":1}",3,7,24788,4030,0.04,0,0,,claude-opus-4-5-20251101,mac
f4123c3061de,2025-12-30,11,2367,24,"{""rendering"":4,""other"":3,""artwork"":1,""physics"":1,""system"":1,""tooling"":1}",27,474,545471,265296,1.94,1,0,,claude-opus-4-5-20251101,mac
428cf182eb5f,2025-12-30,3,64,7,"{""dungeon"":1,""system"":1,""confirmation"":1}",6,2,49876,102826,0.67,0,0,,claude-opus-4-5-20251101,mac
ec6340b0566b,2025-12-30,12,133,7,"{""networking"":6,""system"":2,""gamestate"":1,""other"":1,""ai"":1,""devtools"":1}",27,391,386120,170991,1.27,5,0,,claude-opus-4-5-20251101,mac
0192dab6b6a5,2025-12-30,2,47,23,"{""input"":1,""gamestate"":1}",6,4,39866,58001,0.38,0,0,,claude-opus-4-5-20251101,mac
058c24f2c824,2025-12-30,2,26,13,"{""dungeon"":1,""tooling"":1}",6,10,50824,16229,0.13,0,0,,claude-opus-4-5-20251101,mac
c4af7a4e58ab,2025-12-30,10,3598,43,"{""gamestate"":6,""artwork"":2,""dungeon"":1,""rendering"":1}",24,8,195108,446742,2.89,0,0,,claude-opus-4-5-20251101,mac
8bcd46b1d78d,2025-12-30,4,78,15,"{""networking"":4}",12,156,99427,64478,0.46,1,0,,claude-opus-4-5-20251101,mac
db1dfb65a428,2025-12-30,2,51,25,"{""rendering"":1,""build"":1}",6,2,30772,84366,0.54,0,0,,claude-opus-4-5-20251101,mac
8d4a97ab3598,2025-12-30,9,108,10,"{""networking"":4,""gamestate"":2,""other"":2,""ai"":1}",27,277,481696,141632,1.13,6,1,Explore,claude-opus-4-5-20251101,mac
56e241eb3c8f,2025-12-31,11,214,18,"{""ui"":4,""networking"":3,""debugging"":1,""rendering"":1,""save"":1,""spawning"":1}",0,0,0,0,0.0,0,0,,,windows
e8da67142ffa,2025-12-31,1,27,27,"{""networking"":1}",0,0,0,0,0.0,0,0,,,windows
75d275b90b13,2025-12-31,6,121,10,"{""devtools"":2,""networking"":2,""system"":1,""rendering"":1}",12,8,120752,37603,0.3,0,0,,claude-opus-4-5-20251101,mac
9fa9edcdf119,2025-12-31,1,53,53,"{""ui"":1}",3,1,15386,15058,0.1,0,0,,claude-opus-4-5-20251101,mac
ffc34fd4e7ef,2025-12-31,4,132,28,"{""networking"":3,""devtools"":1}",12,4,216496,84970,0.64,0,0,,claude-opus-4-5-20251101,mac
baa5c6f1432c,2025-12-31,2,49,24,"{""combat"":1,""dungeon"":1}",6,2,45164,14735,0.11,0,0,,claude-opus-4-5-20251101,mac
7e6741b2f49f,2025-12-31,7,3550,83,"{""networking"":6,""artwork"":1}",18,9,124592,398586,2.55,0,0,,claude-opus-4-5-20251101,mac
f0233bd73f99,2025-12-31,11,3248,50,"{""ui"":6,""confirmation"":2,""other"":1,""gamestate"":1,""rendering"":1}",33,615,429904,426911,2.9,2,0,,claude-opus-4-5-20251101,mac
e78ba91bacaf,2025-12-31,11,251,15,"{""tooling"":6,""build"":2,""other"":1,""ecs"":1,""confirmation"":1}",33,1585,673547,190761,1.57,3,0,,claude-opus-4-5-20251101,mac
66f4fce7aa01,2025-12-31,1,4,4,"{""ui"":1}",3,1,0,30910,0.19,0,0,,claude-opus-4-5-20251101,mac
4b7b493edd5f,2025-12-31,1,87,87,"{""gamestate"":1}",3,1,0,30690,0.19,0,0,,claude-opus-4-5-20251101,mac
39b7a2eea3b3,2025-12-31,1,12,12,"{""dungeon"":1}",3,1,15988,12910,0.09,0,0,,claude-opus-4-5-20251101,mac
76945cd50db5,2025-12-31,55,9414,16,"{""rendering"":8,""leveldesign"":8,""dungeon"":7,""artwork"":7,""content"":6,""other"":5,""gamestate"":4,""system"":2,""networking"":2,""save"":1,""devtools"":1,""tooling"":1,""refactor"":1,""ai"":1,""ui"":1}",129,4365,3092696,1242711,9.42,1,0,,claude-opus-4-5-20251101,mac
254713be1a74,2026-01-01,11,2625,32,"{""networking"":4,""ui"":4,""ai"":1,""rendering"":1,""confirmation"":1}",33,861,414343,367847,2.53,1,0,,claude-opus-4-5-20251101,mac
0ab07a2c7bd5,2026-01-01,2,30,15,"{""tooling"":1,""other"":1}",6,217,53708,13410,0.12,1,0,,claude-opus-4-5-20251101,mac
e2c3bccfaf9f,2026-01-01,13,1019,22,"{""artwork"":5,""other"":4,""system"":1,""dungeon"":1,""tooling"":1,""rendering"":1}",36,3627,556393,517870,3.61,3,0,,claude-opus-4-5-20251101,mac
701aa194016f,2026-01-01,28,10695,28,"{""save"":9,""networking"":6,""ui"":4,""other"":3,""artwork"":2,""gamestate"":1,""system"":1,""rendering"":1,""ai"":1}",54,193,710516,1272439,6.87,1,0,,claude-opus-4-5-20251101,mac
d99ec8144b96,2026-01-01,14,2922,25,"{""hero"":2,""rendering"":2,""artwork"":2,""system"":2,""input"":1,""ui"":1,""physics"":1,""ecs"":1,""devtools"":1,""other"":1}",27,15,268414,808137,4.56,0,0,,claude-opus-4-5-20251101,mac
a2558e649037,2026-01-01,13,7235,46,"{""combat"":4,""rendering"":4,""artwork"":2,""tooling"":1,""confirmation"":1,""ai"":1}",20,14,226391,848228,3.33,0,0,,claude-sonnet-4-5-20250929,mac
2b6039527322,2026-01-01,1,2,2,"{""tooling"":1}",0,0,0,0,0.0,0,0,,<synthetic>,mac
b6f64db968b0,2026-01-01,2,45,22,"{""rendering"":2}",3,2,56893,36705,0.15,0,0,,claude-sonnet-4-5-20250929,mac
abed73f20760,2026-01-01,2,77,38,"{""save"":2}",6,2,73783,34732,0.25,0,0,,claude-opus-4-5-20251101,mac
dce590261795,2026-01-01,2,126,63,"{""ui"":1,""save"":1}",6,4,42292,119029,0.77,0,0,,claude-opus-4-5-20251101,mac
26d874b7657a,2026-01-01,2,60,30,"{""rendering"":2}",6,2,57718,5831,0.07,0,0,,claude-opus-4-5-20251101,mac
66a5a5a0e9b3,2026-01-01,15,3758,28,"{""hero"":6,""ui"":3,""artwork"":1,""tooling"":1,""system"":1,""devtools"":1,""rendering"":1,""save"":1}",42,21,506865,670211,4.44,1,0,,claude-opus-4-5-20251101,mac
f34cad111725,2026-01-02,3,79,32,"{""gamestate"":1,""dungeon"":1,""system"":1}",6,2,32090,63214,0.41,0,0,,claude-opus-4-5-20251101,mac
d9ed76c528a2,2026-01-02,1,41,41,"{""ui"":1}",3,1,16045,15939,0.11,0,0,,claude-opus-4-5-20251101,mac
9ce09d5a7e2b,2026-01-02,4,70,16,"{""rendering"":2,""artwork"":1,""system"":1}",6,2,32090,80973,0.52,0,0,,claude-opus-4-5-20251101,mac
482f9adb1f21,2026-01-02,4,161,38,"{""spawning"":2,""ai"":1,""system"":1}",9,7,116390,115927,0.78,0,0,,claude-opus-4-5-20251101,mac
5f97cb7a4e36,2026-01-02,15,6602,48,"{""networking"":11,""gamestate"":1,""hero"":1,""artwork"":1,""save"":1}",42,18,510861,805175,5.29,0,0,,claude-opus-4-5-20251101,mac
143f21f9d3ab,2026-01-02,2,1169,584,"{""hero"":1,""ui"":1}",6,2,25590,53116,0.34,0,0,,claude-opus-4-5-20251101,mac
d5d2283def80,2026-01-02,4,1600,52,"{""physics"":3,""networking"":1}",12,7,299118,56209,0.5,0,0,,claude-opus-4-5-20251101,mac
5af58d7e09e7,2026-01-02,21,5076,33,"{""physics"":9,""ai"":6,""networking"":2,""system"":2,""artwork"":1,""build"":1}",48,581,1425847,241877,2.24,1,0,,claude-opus-4-5-20251101,mac
9a4e0a82f001,2026-01-02,8,2870,137,"{""physics"":2,""rendering"":2,""networking"":2,""other"":1,""devtools"":1}",24,14,280612,438811,2.88,0,0,,claude-opus-4-5-20251101,mac
c3d57df0cc76,2026-01-03,12,1629,15,"{""rendering"":4,""system"":3,""ecs"":2,""other"":1,""dungeon"":1,""devtools"":1}",27,666,359251,234792,1.66,0,0,,claude-opus-4-5-20251101,mac
ae4964b1b7d7,2026-01-03,21,354,16,"{""other"":8,""rendering"":5,""tooling"":3,""artwork"":2,""ui"":2,""physics"":1}",0,0,0,0,0.0,0,0,,,windows
336ff94255a4,2026-01-03,12,1805,19,"{""other"":4,""tooling"":1,""content"":1,""build"":1,""ecs"":1,""input"":1,""system"":1,""ai"":1,""networking"":1}",36,959,625370,222407,1.73,4,0,,claude-opus-4-5-20251101,mac
9f260438637b,2026-01-03,1,48,48,"{""networking"":1}",3,1,0,30511,0.19,0,0,,claude-opus-4-5-20251101,mac
b94a62ed36d5,2026-01-03,11,2625,28,"{""rendering"":4,""content"":2,""ecs"":1,""ai"":1,""other"":1,""dungeon"":1,""confirmation"":1}",33,410,837993,238541,1.92,1,0,,claude-opus-4-5-20251101,mac
e9ce64c53c98,2026-01-04,4,1662,140,"{""ui"":3,""artwork"":1}",12,83,256809,65392,0.54,0,0,,claude-opus-4-5-20251101,mac
c7a0627c99c2,2026-01-04,9,3050,27,"{""ui"":4,""networking"":2,""rendering"":1,""system"":1,""other"":1}",24,8,386618,319446,2.19,0,0,,claude-opus-4-5-20251101,mac
5340a48c4289,2026-01-04,6,55,7,"{""system"":3,""ui"":1,""other"":1,""confirmation"":1}",9,857,16049,114751,0.75,1,1,Plan,claude-opus-4-5-20251101,mac
